movieId,title,release_year,genres,synopsis,director,main_actors,country
85,The Lord of the Rings The Fellowship of the Ring,2001,"Adventure, Fantasy, Action","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination Mt. Doom, the only place where it can be destroyed.",Peter Jackson,"Elijah Wood,Ian McKellen,Viggo Mortensen",New Zealand
86,The Lord of the Rings The Two Towers,2002,"Adventure, Fantasy, Action","Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Saurons fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",Peter Jackson,"Elijah Wood,Ian McKellen,Viggo Mortensen",New Zealand
87,The Lord of the Rings The Return of the King,2003,"Adventure, Fantasy, Action","As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.",Peter Jackson,"Elijah Wood,Ian McKellen,Viggo Mortensen",New Zealand
88,The Lord of the Rings,1978,"Adventure, Animation, Fantasy",The Fellowship of the Ring embark on a journey to destroy the One Ring and end Saurons reign over Middle-earth.,Ralph Bakshi,"Christopher Guard,William Squire,Michael Scholes",United Kingdom
89,No End,1985,Drama,"1982, Poland. A translator loses her husband and becomes a victim of her own sorrow. She looks to sex, to her son, to law, and to hypnotism when she has nothing else in this time of martial law when Solidarity was banned.",Krzysztof Kieslowski,"Grazyna Szapoowska,Maria Pakulnis,Aleksander Bardini",Poland
90,Railway Station,1980,Documentary,"Kieslowskis later film Dworzec Station, 1980 portrays the atmosphere at Central Station in Warsaw after the rush hour.",Krzysztof Kieslowski,,Poland
91,Short Working Day,1995,"Drama, TV Movie","A dramatisation of the workers protests in June 1976 in Radom, seen from the perspective of the local Secretary of the Polish United Workers Party. Produced in 1981, but not commercially released until 1996.",Krzysztof Kieslowski,"Wacaw Ulewicz,Mirosaw Siedler,Tadeusz Bartosik",Poland
92,Blind Chance,1987,Drama,Witek runs after a train. Three variations follow on how such a seemingly banal incident could influence the rest of Witeks life.,Krzysztof Kieslowski,"Bogusaw Linda,Tadeusz omnicki,Zbigniew Zapasiewicz",Poland
93,Princess Mononoke,1997,"Adventure, Fantasy, Animation","Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",Hayao Miyazaki,"Yoji Matsuda,Yuriko Ishida,Yuko Tanaka",Japan
94,Spirited Away,2001,"Animation, Family, Fantasy","A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",Hayao Miyazaki,"Rumi Hiiragi,Miyu Irino,Mari Natsuki",Japan
95,Gimme Shelter,1970,"Documentary, Music","A detailed chronicle of the famous 1969 tour of the United States by the British rock band The Rolling Stones, which culminated with the disastrous and tragic concert held on December 6 at the Altamont Speedway Free Festival, an event of historical significance, as it marked the end of an era the generation of peace and love suddenly became the generation of disillusionment.",Albert Maysles,"Mick Jagger,Charlie Watts,Keith Richards",United States of America
96,Primary,1960,Documentary,Primary is a documentary film about the primary elections between John F. Kennedy and Hubert Humphrey in 1960. Primary is the first documentary to use light equipment in order to follow their subjects in a more intimate filmmaking style. This unconventional way of filming created a new look for documentary films where the cameras lens was right in the middle of what ever drama was occurring.  Preserved by the Academy Film Archive in partnership with The Film Foundation in 1998.,Robert Drew,"Robert Drew,Hubert H. Humphrey,Muriel Buck Humphrey",United States of America
97,"O Brother, Where Art Thou",2000,"Adventure, Comedy, Crime","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homers Odyssey.",Joel Coen,"George Clooney,John Turturro,Tim Blake Nelson",France
98,Dont Look Back,1967,"Documentary, Music","In this wildly entertaining vision of one of the twentieth centurys greatest artists, Bob Dylan is surrounded by teen fans, gets into heated philosophical jousts with journalists, and kicks back with fellow musicians Joan Baez, Donovan, and Alan Price.",D. A. Pennebaker,"Bob Dylan,Albert Grossman,Bob Neuwirth",United States of America
99,Freaks,1932,"Drama, Horror","A circus beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",Tod Browning,"Harry Earles,Olga Baclanova,Daisy Earles",United States of America
100,Groundhog Day,1993,"Romance, Fantasy, Drama, Comedy","A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",Harold Ramis,"Bill Murray,Andie MacDowell,Chris Elliott",United States of America
101,Dracula,1931,Horror,"British estate agent Renfield travels to Transylvania to meet the mysterious Count Dracula, who is interested in leasing a castle in London. After Dracula enslaves Renfield and drives him to insanity, the pair sail to London together and Dracula, a secret vampire, begins preying on London socialites.",Tod Browning,"Bela Lugosi,Helen Chandler,David Manners",United States of America
102,Mifune,1999,"Drama, Comedy, Romance","Kresten, newly wed, is on the threshold of a great career success in his father-in-laws company. But when the death of his own father takes him back to his poverty-stricken childhood home, far out in the country, his career plans fall apart. For one thing he has to deal with his loveable, backward brother, who is now all alone for another, he meets a stunning woman who comes to the farm as a housekeeper, in disguise of her real profession as a call-girl.",Sren Kragh-Jacobsen,"Anders W. Berthelsen,Iben Hjejle,Jesper Asholt",Denmark
103,Bad Education,2004,"Drama, Crime",An examination on the effect of Franco-era religious schooling and sexual abuse on the lives of two longtime friends.,Pedro Almodovar,"Gael Garcia Bernal,Fele Martinez,Daniel Gimenez Cacho",Belgium
104,Donnie Darko,2001,"Fantasy, Drama, Mystery","After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",Richard Kelly,"Jake Gyllenhaal,Jena Malone,James Duval",United States of America
105,Brokeback Mountain,2005,"Drama, Romance","In 1960s Wyoming, two men develop a strong emotional and sexual relationship that endures as a lifelong connection complicating their lives as they get married and start families of their own.",Ang Lee,"Heath Ledger,Jake Gyllenhaal,Michelle Williams",Canada
106,All Quiet on the Western Front,1930,"Drama, War","When a group of idealistic young men join the German Army during the Great War, they are assigned to the Western Front, where their patriotism is destroyed by the harsh realities of combat.",Lewis Milestone,"Louis Wolheim,Lew Ayres,John Wray",United States of America
107,Wings of Desire,1987,"Drama, Fantasy, Romance","Two angels, Damiel and Cassiel, glide through the streets of Berlin, observing the bustling population, providing invisible rays of hope to the distressed but never interacting with them. When Damiel falls in love with lonely trapeze artist Marion, the angel longs to experience life in the physical world, and finds -- with some words of wisdom from actor Peter Falk -- that it might be possible for him to take human form.",Wim Wenders,"Bruno Ganz,Solveig Dommartin,Otto Sander",France
108,Breaking the Waves,1996,"Drama, Romance","In a small and conservative Scottish village, a womans paralytic husband convinces her to have extramarital intercourse so she can tell him about it and give him a reason for living.",Lars von Trier,"Emily Watson,Stellan Skarsgard,Katrin Cartlidge",Denmark
109,"Crouching Tiger, Hidden Dragon",2000,"Adventure, Drama, Action, Romance","Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage noblemans daughter, who is at a crossroads in her life.",Ang Lee,"Chow Yun-Fat,Michelle Yeoh,Zhang Ziyi",Hong Kong
110,The 400 Blows,1959,Drama,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",Francois Truffaut,"Jean-Pierre Leaud,Claire Maurier,Albert Remy",France
